행정구역,2020년01월_총인구수,2020년01월_세대수,2020년01월_세대당 인구,2020년02월_총인구수,2020년02월_세대수,2020년02월_세대당 인구,2020년03월_총인구수,2020년03월_세대수,2020년03월_세대당 인구,2020년04월_총인구수,2020년04월_세대수,2020년04월_세대당 인구,2020년05월_총인구수,2020년05월_세대수,2020년05월_세대당 인구,2020년06월_총인구수,2020년06월_세대수,2020년06월_세대당 인구,2020년07월_총인구수,2020년07월_세대수,2020년07월_세대당 인구,2020년08월_총인구수,2020년08월_세대수,2020년08월_세대당 인구,2020년09월_총인구수,2020년09월_세대수,2020년09월_세대당 인구,2020년10월_총인구수,2020년10월_세대수,2020년10월_세대당 인구,2020년11월_총인구수,2020년11월_세대수,2020년11월_세대당 인구,2020년12월_총인구수,2020년12월_세대수,2020년12월_세대당 인구
경상북도 구미시 원평1동(4719052000),3940,2772,1.42,3916,2762,1.42,3898,2757,1.41,3898,2768,1.41,3906,2779,1.41,3885,2768,1.4,3871,2760,1.4,3852,2763,1.39,3842,2758,1.39,3835,2765,1.39,3804,2749,1.38,3778,2739,1.38
경상북도 구미시 원평2동(4719053000),3414,1963,1.74,3403,1959,1.74,3401,1964,1.73,3387,1961,1.73,3368,1963,1.72,3332,1958,1.7,3312,1950,1.7,3287,1943,1.69,3286,1946,1.69,3266,1940,1.68,3229,1924,1.68,3216,1920,1.68
경상북도 구미시 도량동(4719055100),30753,11782,2.61,30722,11814,2.6,30669,11844,2.59,30648,11877,2.58,30589,11900,2.57,30464,11889,2.56,30366,11887,2.55,30299,11895,2.55,30204,11886,2.54,30200,11912,2.54,30071,11897,2.53,30006,11891,2.52
경상북도 구미시 지산동(4719055500),2326,1091,2.13,2316,1090,2.12,2304,1086,2.12,2311,1090,2.12,2293,1092,2.1,2293,1092,2.1,2291,1095,2.09,2283,1093,2.09,2283,1096,2.08,2282,1093,2.09,2273,1087,2.09,2239,1079,2.08
경상북도 구미시 선주원남동(4719056500),47852,18323,2.61,47813,18385,2.6,47641,18378,2.59,47562,18411,2.58,47484,18449,2.57,47383,18482,2.56,39745,16027,2.48,39743,16074,2.47,39692,16101,2.47,39647,16110,2.46,39633,16147,2.45,39544,16159,2.45
경상북도 구미시 형곡1동(4719058200),15357,5938,2.59,15370,5948,2.58,15342,5956,2.58,15297,5981,2.56,15251,5984,2.55,15098,5945,2.54,15053,5945,2.53,14973,5951,2.52,14850,5920,2.51,14798,5917,2.5,14706,5896,2.49,14681,5895,2.49
경상북도 구미시 형곡2동(4719058300),17901,7073,2.53,17807,7068,2.52,17720,7075,2.5,17662,7084,2.49,17597,7100,2.48,17556,7120,2.47,17481,7111,2.46,17507,7149,2.45,17340,7123,2.43,17200,7095,2.42,17126,7094,2.41,17039,7095,2.4
경상북도 구미시 신평1동(4719059000),3402,1899,1.79,3398,1902,1.79,3365,1892,1.78,3360,1909,1.76,3371,1923,1.75,3342,1913,1.75,3327,1909,1.74,3324,1917,1.73,3326,1930,1.72,3317,1936,1.71,3309,1933,1.71,3307,1935,1.71
경상북도 구미시 신평2동(4719060000),3353,1551,2.16,3346,1557,2.15,3348,1555,2.15,3332,1546,2.16,3316,1546,2.14,3302,1548,2.13,3279,1541,2.13,3265,1537,2.12,3258,1531,2.13,3266,1535,2.13,3269,1534,2.13,3262,1536,2.12
경상북도 구미시 비산동(4719061000),6345,2726,2.33,6346,2741,2.32,6356,2744,2.32,6375,2756,2.31,6373,2770,2.3,6368,2788,2.28,6356,2795,2.27,6344,2794,2.27,6330,2798,2.26,6327,2805,2.26,6313,2803,2.25,6325,2808,2.25
경상북도 구미시 공단1동(4719062100),6730,2569,2.62,6778,2584,2.62,6792,2595,2.62,6806,2595,2.62,6831,2603,2.62,6867,2617,2.62,6866,2616,2.62,6909,2634,2.62,6928,2645,2.62,6943,2652,2.62,6956,2661,2.61,6988,2673,2.61
경상북도 구미시 공단2동(4719062200),4524,2140,2.11,4511,2133,2.11,4515,2138,2.11,4523,2143,2.11,4538,2158,2.1,4509,2149,2.1,4530,2166,2.09,4534,2164,2.1,4484,2156,2.08,4464,2150,2.08,4431,2146,2.06,4458,2157,2.07
경상북도 구미시 광평동(4719063000),4552,2133,2.13,4558,2135,2.13,4543,2127,2.14,4544,2123,2.14,4551,2130,2.14,4535,2126,2.13,4503,2111,2.13,4482,2105,2.13,4474,2101,2.13,4416,2079,2.12,4388,2078,2.11,4386,2083,2.11
경상북도 구미시 상모사곡동(4719064500),29355,11745,2.5,29260,11751,2.49,29179,11773,2.48,29091,11790,2.47,29050,11800,2.46,28916,11798,2.45,28825,11787,2.45,28765,11802,2.44,29763,12235,2.43,30520,12557,2.43,30867,12720,2.43,31015,12799,2.42
경상북도 구미시 임오동(4719066000),19898,7339,2.71,19848,7333,2.71,19806,7357,2.69,19813,7381,2.68,19802,7414,2.67,19720,7399,2.67,19738,7413,2.66,19677,7405,2.66,19358,7328,2.64,19200,7299,2.63,19061,7277,2.62,19003,7275,2.61
경상북도 구미시 인동동(4719067000),49443,21922,2.26,49248,21916,2.25,49175,21930,2.24,49185,21974,2.24,49164,22048,2.23,49027,22027,2.23,49001,22063,2.22,48917,22085,2.21,48803,22093,2.21,48672,22102,2.2,48635,22118,2.2,48598,22181,2.19
경상북도 구미시 진미동(4719068000),16320,10418,1.57,16185,10358,1.56,16112,10342,1.56,16096,10335,1.56,16128,10377,1.55,16062,10354,1.55,16058,10365,1.55,16034,10360,1.55,16074,10382,1.55,16053,10422,1.54,16056,10461,1.53,16329,10740,1.52
경상북도 구미시 양포동(4719069000),46173,17649,2.62,46217,17750,2.6,46194,17781,2.6,46314,17849,2.59,46462,17953,2.59,46475,17983,2.58,46481,18027,2.58,46442,18048,2.57,46467,18080,2.57,46430,18104,2.56,46373,18118,2.56,46475,18211,2.55
